,index,id,name,date,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw,lat/long,address
46093,46093,AL062009,ERIKA,2009-09-02 18:30:00,L,TS,16.3,-61.3,35,1008.0,,,,,,,,,,,,,"16.3,-61.3","Chemin de Pombiray, Pombiray, Saint-François, Pointe-à-Pitre, Guadeloupe, 97118, France"
46220,46220,AL112009,IDA,2009-11-05 12:00:00,L,HU,12.9,-83.6,70,985.0,60.0,50.0,25.0,50.0,30.0,25.0,15.0,25.0,15.0,10.0,0.0,10.0,"12.9,-83.6","Kara, Karawala, South Caribbean Coast Autonomous Region, 82900, Nicaragua"
46238,46238,AL112009,IDA,2009-11-09 21:00:00,W,HU,28.5,-88.7,75,990.0,175.0,125.0,75.0,125.0,60.0,0.0,50.0,50.0,0.0,0.0,20.0,0.0,"28.5,-88.7",
46241,46241,AL112009,IDA,2009-11-10 09:00:00,S,EX,30.1,-88.3,45,998.0,125.0,150.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"30.1,-88.3",United States
46255,46255,AL012010,ALEX,2010-06-27 00:00:00,L,TS,17.5,-88.2,55,995.0,90.0,75.0,30.0,30.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,"17.5,-88.2","Santa Barbara Street, Saint Martin de Porres, Belize City, Belize District, 1021, Belize"
46270,46270,AL012010,ALEX,2010-06-30 15:00:00,T,HU,24.0,-95.5,75,958.0,180.0,150.0,100.0,130.0,80.0,80.0,30.0,40.0,50.0,20.0,15.0,15.0,"24.0,-95.5",
46273,46273,AL012010,ALEX,2010-07-01 02:00:00,L,HU,24.2,-97.7,95,946.0,180.0,180.0,120.0,120.0,90.0,90.0,60.0,50.0,50.0,30.0,15.0,15.0,"24.2,-97.7",México
46284,46284,AL022010,TWO,2010-07-08 14:00:00,L,TD,26.1,-97.1,30,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"26.1,-97.1","Cameron County, Texas, United States"
46294,46294,AL032010,BONNIE,2010-07-22 23:15:00,L,TS,23.0,-75.7,35,1006.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0,-75.7","Exuma, The Bahamas"
46296,46296,AL032010,BONNIE,2010-07-23 05:15:00,L,TS,23.7,-77.5,40,1005.0,70.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.7,-77.5","South Andros, The Bahamas"
46299,46299,AL032010,BONNIE,2010-07-23 14:30:00,L,TS,25.4,-80.2,35,1007.0,75.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"25.4,-80.2","Miami-Dade County, Florida, United States"
46323,46323,AL042010,COLIN,2010-08-05 21:00:00,I,TS,25.0,-66.1,50,1005.0,90.0,60.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,"25.0,-66.1",Bermuda Triangle
46464,46464,AL072010,EARL,2010-09-04 15:00:00,L,HU,44.3,-64.5,65,962.0,180.0,180.0,150.0,110.0,100.0,120.0,100.0,70.0,0.0,60.0,0.0,0.0,"44.3,-64.5","Conquerall Mills, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, Canada"
46466,46466,AL072010,EARL,2010-09-04 19:00:00,L,TS,46.0,-62.7,60,967.0,180.0,200.0,150.0,90.0,100.0,120.0,80.0,0.0,0.0,0.0,0.0,0.0,"46.0,-62.7","Confederation Trail, Mount Vernon, Rural Municipality of Belfast, Queens County, Prince Edward Island, C0A 1B0, Canada"
46536,46536,AL102010,HERMINE,2010-09-07 02:00:00,L,TS,25.3,-97.4,60,989.0,90.0,60.0,20.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"25.3,-97.4","Las Higuerillas, Municipio de Matamoros, Tamaulipas, México"
46603,46603,AL112010,IGOR,2010-09-21 15:00:00,L,HU,46.6,-53.2,75,950.0,400.0,350.0,350.0,350.0,200.0,180.0,140.0,160.0,75.0,45.0,60.0,75.0,"46.6,-53.2","Newfoundland, Newfoundland and Labrador, Canada"
46669,46669,AL132010,KARL,2010-09-15 12:45:00,L,TS,18.5,-87.8,55,991.0,45.0,30.0,30.0,45.0,30.0,25.0,25.0,30.0,0.0,0.0,0.0,0.0,"18.5,-87.8","Othón P. Blanco, Quintana Roo, México"
46678,46678,AL132010,KARL,2010-09-17 15:00:00,T,HU,19.4,-96.0,110,970.0,80.0,70.0,70.0,80.0,40.0,30.0,30.0,40.0,20.0,15.0,15.0,20.0,"19.4,-96.0",México
46679,46679,AL132010,KARL,2010-09-17 16:45:00,L,HU,19.3,-96.2,100,976.0,80.0,70.0,70.0,80.0,40.0,30.0,30.0,40.0,20.0,15.0,15.0,20.0,"19.3,-96.2","Veracruz, Municipio de Veracruz, Veracruz de Ignacio de la Llave, 91910, México"
46703,46703,AL142010,LISA,2010-09-24 21:00:00,S,HU,20.0,-27.7,65,988.0,50.0,40.0,30.0,40.0,20.0,15.0,10.0,20.0,10.0,10.0,0.0,10.0,"20.0,-27.7",
46727,46727,AL152010,MATTHEW,2010-09-24 19:00:00,L,TS,14.7,-83.3,50,998.0,150.0,30.0,0.0,120.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"14.7,-83.3","Waspam, North Caribbean Coast Autonomous Region, 72100, Nicaragua"
46731,46731,AL152010,MATTHEW,2010-09-25 15:00:00,L,TS,16.5,-88.4,35,1000.0,120.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"16.5,-88.4","Toledo District, Toledo, Belize"
46744,46744,AL162010,NICOLE,2010-09-29 15:00:00,S,LO,22.2,-80.5,40,995.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.2,-80.5","Circuito Sur, Cienfuegos, Cuba"
46798,46798,AL182010,PAULA,2010-10-11 12:00:00,L,TS,15.0,-83.2,45,1004.0,30.0,30.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"15.0,-83.2","Twibila, Ramón Villeda Morales, Gracias a Dios, Honduras"
46811,46811,AL182010,PAULA,2010-10-14 15:00:00,L,TS,22.7,-83.9,55,1000.0,45.0,45.0,45.0,40.0,20.0,20.0,20.0,15.0,0.0,0.0,0.0,0.0,"22.7,-83.9","Santa Lucía, Minas de Matahambre, Pinar del Río, 24200, Cuba"
46839,46839,AL192010,RICHARD,2010-10-25 00:30:00,L,HU,17.2,-88.3,85,977.0,90.0,60.0,50.0,60.0,30.0,20.0,20.0,30.0,15.0,10.0,10.0,15.0,"17.2,-88.3","Gales Point, Belize District, Belize"
46860,46860,AL212010,TOMAS,2010-10-30 09:00:00,L,TS,13.0,-59.5,60,997.0,90.0,50.0,50.0,90.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,"13.0,-59.5",Barbados
46863,46863,AL212010,TOMAS,2010-10-30 20:00:00,L,HU,13.4,-61.2,85,987.0,120.0,60.0,50.0,90.0,50.0,30.0,20.0,40.0,20.0,20.0,0.0,0.0,"13.4,-61.2","Fancy, Charlotte, Saint Vincent and the Grenadines"
46890,46890,AL212010,TOMAS,2010-11-06 07:30:00,L,TS,21.7,-71.6,60,992.0,100.0,100.0,50.0,50.0,40.0,40.0,20.0,30.0,0.0,0.0,0.0,0.0,"21.7,-71.6",Bermuda Triangle
46919,46919,AL012011,ARLENE,2011-06-30 13:00:00,L,TS,21.6,-97.4,55,993.0,80.0,120.0,40.0,80.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,"21.6,-97.4","Tampico Alto, Veracruz de Ignacio de la Llave, México"
46976,46976,AL042011,DON,2011-07-30 02:30:00,L,TD,27.3,-97.4,30,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"27.3,-97.4","Kleberg County, Texas, United States"
47043,47043,AL082011,HARVEY,2011-08-20 17:30:00,L,TS,17.0,-88.3,55,995.0,,,,,,,,,,,,,"17.0,-88.3","Melinda Road, Long Bank, Hope Creek, Stann Creek District, Belize"
47050,47050,AL082011,HARVEY,2011-08-22 02:00:00,L,TS,18.7,-95.2,35,1005.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"18.7,-95.2","Costa de Oro (Arroyo de Oro), San Andrés Tuxtla, Veracruz de Ignacio de la Llave, México"
47057,47057,AL092011,IRENE,2011-08-21 23:00:00,L,TS,17.8,-64.6,60,993.0,,,,,,,,,,,,,"17.8,-64.6","Saint Croix District, United States Virgin Islands, United States"
47059,47059,AL092011,IRENE,2011-08-22 05:25:00,L,TS,18.1,-65.8,60,990.0,,,,,,,,,,,,,"18.1,-65.8","Palmas Golf Club, Palmas Athletic Club Drive, Palmas Plantation, Candelero Abajo, Humacao, Puerto Rico, 00972, United States"
47070,47070,AL092011,IRENE,2011-08-24 16:00:00,L,HU,22.4,-74.0,100,955.0,,,,,,,,,,,,,"22.4,-74.0","Acklins, The Bahamas"
47072,47072,AL092011,IRENE,2011-08-25 00:00:00,L,HU,23.5,-75.1,95,952.0,220.0,180.0,100.0,150.0,100.0,90.0,50.0,80.0,60.0,60.0,25.0,50.0,"23.5,-75.1",Bermuda Triangle
47074,47074,AL092011,IRENE,2011-08-25 09:00:00,L,HU,24.7,-76.2,90,950.0,,,,,,,,,,,,,"24.7,-76.2","Queen's Highway, Wemyss Bight, South Eleuthera, The Bahamas"
47076,47076,AL092011,IRENE,2011-08-25 18:00:00,L,HU,26.5,-77.2,90,950.0,250.0,200.0,125.0,160.0,110.0,100.0,50.0,75.0,70.0,60.0,25.0,50.0,"26.5,-77.2",Bermuda Triangle
47083,47083,AL092011,IRENE,2011-08-27 12:00:00,L,HU,34.7,-76.6,75,952.0,225.0,225.0,150.0,125.0,125.0,125.0,90.0,60.0,80.0,80.0,40.0,35.0,"34.7,-76.6","Carteret County, North Carolina, United States"
47087,47087,AL092011,IRENE,2011-08-28 09:35:00,L,TS,39.4,-74.4,60,959.0,230.0,280.0,160.0,110.0,150.0,150.0,80.0,30.0,0.0,0.0,0.0,0.0,"39.4,-74.4","Sunflower Way, Brigantine, Atlantic County, New Jersey, 08203, United States"
47089,47089,AL092011,IRENE,2011-08-28 13:00:00,L,TS,40.6,-74.0,55,965.0,230.0,280.0,130.0,50.0,150.0,150.0,80.0,30.0,0.0,0.0,0.0,0.0,"40.6,-74.0","2064, Bath Avenue, Bath Beach, Brooklyn, Kings County, New York, 11214, United States"
47206,47206,AL132011,LEE,2011-09-04 09:00:00,T,SS,29.5,-92.2,40,986.0,225.0,225.0,130.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"29.5,-92.2","Belle Isle, Vermilion Parish, Louisiana, United States"
47207,47207,AL132011,LEE,2011-09-04 10:30:00,L,SS,29.6,-92.1,40,986.0,225.0,225.0,130.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"29.6,-92.1","Vermilion Parish, Louisiana, United States"
47259,47259,AL142011,MARIA,2011-09-16 18:30:00,L,TS,47.0,-53.5,60,983.0,300.0,270.0,60.0,60.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,"47.0,-53.5","Riverhead, Newfoundland, Newfoundland and Labrador, Canada"
47280,47280,AL152011,NATE,2011-09-11 16:00:00,L,TS,20.5,-97.0,40,1006.0,45.0,45.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20.5,-97.0",México
47336,47336,AL162011,OPHELIA,2011-10-03 10:00:00,S,EX,46.9,-55.4,60,990.0,180.0,200.0,120.0,60.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,"46.9,-55.4","Iron Spring Road, St. Lawrence, Newfoundland, Newfoundland and Labrador, A0E 2V0, Canada"
47432,47432,AL182011,RINA,2011-10-28 02:00:00,L,TS,20.5,-87.2,50,996.0,60.0,60.0,25.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"20.5,-87.2","Puerto Aventuras, Solidaridad, Quintana Roo, 77782, México"
47496,47496,AL022012,BERYL,2012-05-27 23:00:00,I,TS,30.1,-80.5,60,992.0,100.0,100.0,60.0,80.0,50.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,"30.1,-80.5",
47498,47498,AL022012,BERYL,2012-05-28 04:10:00,L,TS,30.2,-81.4,55,994.0,100.0,100.0,20.0,80.0,40.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,"30.2,-81.4","8230, Seven Mile Drive, Palm Valley, Ponte Vedra, St. Johns County, Florida, 32082, United States"
47564,47564,AL042012,DEBBY,2012-06-26 21:00:00,L,TS,29.3,-83.2,35,995.0,50.0,150.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"29.3,-83.2","Dixie County, Florida, United States"
47595,47595,AL052012,ERNESTO,2012-08-08 01:00:00,L,HU,18.7,-87.2,80,977.0,140.0,140.0,40.0,70.0,60.0,40.0,20.0,30.0,30.0,20.0,0.0,10.0,"18.7,-87.2",México
47596,47596,AL052012,ERNESTO,2012-08-08 03:15:00,L,HU,18.8,-87.7,85,973.0,140.0,140.0,40.0,70.0,60.0,40.0,20.0,30.0,30.0,20.0,0.0,10.0,"18.8,-87.7","Río Indio, Othón P. Blanco, Quintana Roo, México"
47603,47603,AL052012,ERNESTO,2012-08-09 16:15:00,L,TS,18.3,-94.6,55,989.0,120.0,60.0,30.0,80.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,"18.3,-94.6",México
47663,47663,AL072012,HELENE,2012-08-18 12:00:00,L,TD,21.9,-97.7,30,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"21.9,-97.7","Ozuluama de Marcareñas, Veracruz de Ignacio de la Llave, México"
47685,47685,AL082012,GORDON,2012-08-20 05:30:00,L,HU,37.0,-25.1,65,984.0,70.0,100.0,80.0,70.0,40.0,50.0,40.0,40.0,20.0,30.0,20.0,20.0,"37.0,-25.1","Feteiras de Cima, São Pedro, Vila do Porto, Açores, 9580-315, Portugal"
47711,47711,AL092012,ISAAC,2012-08-25 06:00:00,L,TS,18.3,-72.7,55,991.0,180.0,110.0,60.0,180.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"18.3,-72.7","3ème Morne a Brûler, Commune La Vallée de Jacmel, Arrondissement de Jacmel, Département du Sud-Est, Ayiti"
47713,47713,AL092012,ISAAC,2012-08-25 15:00:00,L,TS,20.1,-74.5,50,997.0,180.0,110.0,50.0,150.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20.1,-74.5","Carretera Central, Veguita del Sur, Imías, Guantánamo, Cuba"
47727,47727,AL092012,ISAAC,2012-08-29 00:00:00,L,HU,28.9,-89.4,70,967.0,180.0,150.0,150.0,140.0,90.0,90.0,60.0,50.0,50.0,60.0,0.0,0.0,"28.9,-89.4","Plaquemines Parish, Louisiana, United States"
47728,47728,AL092012,ISAAC,2012-08-29 03:00:00,T,HU,29.0,-89.7,70,965.0,180.0,150.0,150.0,140.0,90.0,90.0,60.0,50.0,50.0,60.0,0.0,0.0,"29.0,-89.7",
47730,47730,AL092012,ISAAC,2012-08-29 08:00:00,L,HU,29.2,-90.2,70,966.0,180.0,150.0,150.0,130.0,90.0,80.0,60.0,40.0,50.0,50.0,0.0,0.0,"29.2,-90.2","Lafourche Parish, Louisiana, United States"
47833,47833,AL122012,LESLIE,2012-09-11 09:00:00,S,EX,45.8,-56.1,65,968.0,270.0,270.0,180.0,150.0,120.0,140.0,60.0,60.0,30.0,30.0,0.0,0.0,"45.8,-56.1",
48068,48068,AL182012,SANDY,2012-10-24 19:00:00,L,HU,17.9,-76.6,75,971.0,150.0,180.0,70.0,70.0,50.0,60.0,40.0,40.0,25.0,30.0,20.0,25.0,"17.9,-76.6","Poor Mans Corner, Saint Thomas, Surrey County, Jamaica"
48070,48070,AL182012,SANDY,2012-10-25 05:25:00,L,HU,20.0,-76.0,100,954.0,240.0,240.0,70.0,120.0,50.0,60.0,40.0,40.0,30.0,30.0,25.0,25.0,"20.0,-76.0","Guamá, Santiago de Cuba, Cuba"
48072,48072,AL182012,SANDY,2012-10-25 09:00:00,T,HU,20.9,-75.7,95,960.0,240.0,240.0,70.0,180.0,50.0,60.0,40.0,40.0,25.0,20.0,20.0,20.0,"20.9,-75.7","Macabí, Banes, Holguín, Cuba"
48091,48091,AL182012,SANDY,2012-10-29 21:00:00,S,EX,38.8,-74.0,75,943.0,420.0,420.0,400.0,420.0,220.0,150.0,200.0,150.0,180.0,80.0,120.0,0.0,"38.8,-74.0",
48092,48092,AL182012,SANDY,2012-10-29 23:30:00,L,EX,39.4,-74.4,70,945.0,460.0,370.0,400.0,490.0,180.0,150.0,80.0,50.0,70.0,80.0,60.0,0.0,"39.4,-74.4","Sunflower Way, Brigantine, Atlantic County, New Jersey, 08203, United States"
48125,48125,AL012013,ANDREA,2013-06-06 22:00:00,L,TS,29.5,-83.4,50,992.0,80.0,120.0,60.0,60.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"29.5,-83.4","Dixie County, Florida, United States"
48142,48142,AL022013,BARRY,2013-06-17 22:00:00,L,TD,16.5,-88.4,30,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"16.5,-88.4","Toledo District, Toledo, Belize"
48153,48153,AL022013,BARRY,2013-06-20 11:15:00,L,TS,19.6,-96.4,40,1003.0,70.0,50.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"19.6,-96.4","MEX 180, Barra Juan Ángel, Actopan, Veracruz de Ignacio de la Llave, México"
48244,48244,AL062013,FERNAND,2013-08-26 04:45:00,L,TS,19.5,-96.3,50,1001.0,30.0,30.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"19.5,-96.3",México
48285,48285,AL082013,EIGHT,2013-09-06 18:00:00,L,TD,22.3,-97.9,30,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.3,-97.9","Calle Laguna de Champayán, Tampico, Tamaulipas, 89344, México"
48351,48351,AL102013,INGRID,2013-09-16 11:15:00,L,TS,23.7,-97.7,55,991.0,70.0,60.0,20.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.7,-97.7",México
48392,48392,AL122013,KAREN,2013-10-03 21:00:00,P,TS,23.3,-88.5,55,998.0,120.0,110.0,30.0,60.0,60.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,"23.3,-88.5",
48488,48488,AL012014,ARTHUR,2014-07-04 03:15:00,L,HU,34.7,-76.6,85,973.0,110.0,130.0,80.0,60.0,50.0,80.0,50.0,30.0,30.0,35.0,30.0,20.0,"34.7,-76.6","Carteret County, North Carolina, United States"
48490,48490,AL012014,ARTHUR,2014-07-04 08:00:00,L,HU,35.8,-75.5,85,973.0,100.0,110.0,90.0,40.0,50.0,80.0,50.0,30.0,30.0,35.0,30.0,20.0,"35.8,-75.5","Dare County, North Carolina, United States"
48552,48552,AL032014,BERTHA,2014-08-03 14:00:00,L,TS,21.8,-71.9,40,1013.0,140.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"21.8,-71.9",Bermuda Triangle
48623,48623,AL052014,DOLLY,2014-09-03 01:00:00,P,TS,22.0,-97.4,40,1000.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.0,-97.4",
48624,48624,AL052014,DOLLY,2014-09-03 04:00:00,L,TS,22.0,-97.7,40,1002.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.0,-97.7",México
48686,48686,AL072014,FAY,2014-10-12 08:10:00,L,HU,32.3,-64.7,70,984.0,150.0,150.0,120.0,120.0,50.0,60.0,60.0,60.0,0.0,20.0,20.0,0.0,"32.3,-64.7","Watford Island, Boaz Island, MA 02, Bermuda"
48698,48698,AL082014,GONZALO,2014-10-13 14:30:00,L,HU,17.1,-61.8,65,990.0,80.0,50.0,30.0,80.0,30.0,20.0,20.0,30.0,15.0,0.0,0.0,15.0,"17.1,-61.8","Sea View Highway, Sea View Farm, Saint George, Antigua, ANU, Antigua and Barbuda"
48700,48700,AL082014,GONZALO,2014-10-13 22:45:00,L,HU,18.1,-63.0,75,984.0,90.0,60.0,40.0,90.0,30.0,20.0,20.0,30.0,15.0,10.0,0.0,15.0,"18.1,-63.0","Mont Vernon 1, Saint-Martin (France), 97150, France"
48701,48701,AL082014,GONZALO,2014-10-13 23:15:00,L,HU,18.2,-63.1,75,984.0,90.0,60.0,40.0,90.0,30.0,20.0,20.0,30.0,15.0,10.0,0.0,15.0,"18.2,-63.1","South Hill, AI2640, Anguilla"
48719,48719,AL082014,GONZALO,2014-10-18 00:30:00,L,HU,32.3,-64.8,95,952.0,140.0,150.0,110.0,110.0,80.0,80.0,60.0,60.0,50.0,50.0,50.0,40.0,"32.3,-64.8","ESC Limited, Mill Creek Road, Pembroke, HM03, Bermuda"
48756,48756,AL092014,HANNA,2014-10-27 16:00:00,L,TS,14.9,-83.3,35,1005.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"14.9,-83.3","Waspam, North Caribbean Coast Autonomous Region, 72100, Nicaragua"
48783,48783,AL012015,ANA,2015-05-10 10:00:00,L,TS,33.8,-78.8,40,1002.0,70.0,110.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"33.8,-78.8","Carolina Bays Parkway, Capri, Grande Dunes, Horry County, South Carolina, 29572, United States"
48797,48797,AL022015,BILL,2015-06-16 16:45:00,L,TS,28.2,-96.7,50,997.0,130.0,130.0,0.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.2,-96.7","Calhoun County, Texas, United States"
49028,49028,AL112015,JOAQUIN,2015-10-01 12:00:00,L,HU,23.1,-73.7,115,942.0,110.0,150.0,120.0,110.0,60.0,60.0,40.0,50.0,35.0,30.0,30.0,30.0,"23.1,-73.7",Bermuda Triangle
49033,49033,AL112015,JOAQUIN,2015-10-02 16:00:00,L,HU,23.6,-74.8,110,940.0,130.0,180.0,140.0,120.0,80.0,80.0,70.0,70.0,45.0,45.0,45.0,45.0,"23.6,-74.8",Bermuda Triangle
49035,49035,AL112015,JOAQUIN,2015-10-02 21:00:00,L,HU,24.1,-74.5,110,942.0,140.0,180.0,140.0,120.0,80.0,80.0,70.0,70.0,50.0,45.0,45.0,45.0,"24.1,-74.5",Bermuda Triangle
